"","Date","Open"
"404",1971-08-04,94.510002
"405",1971-08-05,93.889999
"406",1971-08-06,94.089996
"407",1971-08-09,94.25
"408",1971-08-10,93.529999
"409",1971-08-11,93.540001
"410",1971-08-12,94.809998
"411",1971-08-13,96
"412",1971-08-16,97.900002
"413",1971-08-17,98.760002
"414",1971-08-18,99.989998
"415",1971-08-19,98.599998
"416",1971-08-20,98.160004
"417",1971-08-23,98.330002
"418",1971-08-24,99.25
"419",1971-08-25,100.400002
"420",1971-08-26,100.410004
"421",1971-08-27,100.239998
"422",1971-08-30,100.480003
"423",1971-08-31,99.519997
"424",1971-09-01,99.029999
"425",1971-09-02,99.07
"426",1971-09-03,99.290001
"427",1971-09-07,100.690002
"428",1971-09-08,101.150002
"429",1971-09-09,101.339996
"430",1971-09-10,100.800003
"431",1971-09-13,100.419998
"432",1971-09-14,100.07
"433",1971-09-15,99.339996
"434",1971-09-16,99.769997
"435",1971-09-17,99.660004
"436",1971-09-20,99.959999
"437",1971-09-21,99.68
"438",1971-09-22,99.339996
"439",1971-09-23,98.470001
"440",1971-09-24,98.379997
"441",1971-09-27,98.150002
"442",1971-09-28,97.620003
"443",1971-09-29,97.879997
"444",1971-09-30,97.900002
"445",1971-10-01,98.339996
"446",1971-10-04,98.93
"447",1971-10-05,99.209999
"448",1971-10-06,99.110001
"449",1971-10-07,99.82
"450",1971-10-08,100.019997
"451",1971-10-11,99.360001
"452",1971-10-12,99.209999
"453",1971-10-13,99.57
"454",1971-10-14,99.029999
"455",1971-10-15,98.129997
"456",1971-10-18,97.790001
"457",1971-10-19,97.349998
"458",1971-10-20,97
"459",1971-10-21,95.650002
"460",1971-10-22,95.599998
"461",1971-10-25,95.57
"462",1971-10-26,95.019997
"463",1971-10-27,94.739998
"464",1971-10-28,93.790001
"465",1971-10-29,93.959999
"466",1971-11-01,94.230003
"467",1971-11-02,92.800003
"468",1971-11-03,93.269997
"469",1971-11-04,94.910004
"470",1971-11-05,94.790001
"471",1971-11-08,94.459999
"472",1971-11-09,94.389999
"473",1971-11-10,94.459999
"474",1971-11-11,93.410004
"475",1971-11-12,92.120003
"476",1971-11-15,92.120003
"477",1971-11-16,91.809998
"478",1971-11-17,92.709999
"479",1971-11-18,92.849998
"480",1971-11-19,92.129997
"481",1971-11-22,91.610001
"482",1971-11-23,90.790001
"483",1971-11-24,90.160004
"484",1971-11-26,90.330002
"485",1971-11-29,92.040001
"486",1971-11-30,93.410004
"487",1971-12-01,93.989998
"488",1971-12-02,95.440002
"489",1971-12-03,95.839996
"490",1971-12-06,97.059998
"491",1971-12-07,96.510002
"492",1971-12-08,96.870003
"493",1971-12-09,96.959999
"494",1971-12-10,97.690002
"495",1971-12-13,97.970001
"496",1971-12-14,97.669998
"497",1971-12-15,98.540001
"498",1971-12-16,99.739998
"499",1971-12-17,100.260002
"500",1971-12-20,101.550003
"501",1971-12-21,101.800003
"502",1971-12-22,101.18
"503",1971-12-23,100.739998
"504",1971-12-27,100.949997
"505",1971-12-28,101.949997
"506",1971-12-29,102.209999
"507",1971-12-30,101.779999
"508",1971-12-31,102.089996
"509",1972-01-03,102.089996
"510",1972-01-04,101.669998
"511",1972-01-05,102.089996
"512",1972-01-06,103.059998
"513",1972-01-07,103.510002
"514",1972-01-10,103.470001
"515",1972-01-11,103.32
"516",1972-01-12,103.650002
"517",1972-01-13,103.589996
"518",1972-01-14,102.989998
"519",1972-01-17,103.389999
"520",1972-01-18,103.699997
"521",1972-01-19,104.050003
"522",1972-01-20,103.879997
"523",1972-01-21,103.879997
"524",1972-01-24,103.650002
"525",1972-01-25,102.57
"526",1972-01-26,102.699997
"527",1972-01-27,102.5
"528",1972-01-28,103.5
"529",1972-01-31,104.160004
"530",1972-02-01,103.940002
"531",1972-02-02,104.010002
"532",1972-02-03,104.68
"533",1972-02-04,104.639999
"534",1972-02-07,104.860001
"535",1972-02-08,104.540001
"536",1972-02-09,104.739998
"537",1972-02-10,105.550003
"538",1972-02-11,105.589996
"539",1972-02-14,105.080002
"540",1972-02-15,104.589996
"541",1972-02-16,105.029999
"542",1972-02-17,105.620003
"543",1972-02-18,105.589996
"544",1972-02-22,105.279999
"545",1972-02-23,105.290001
"546",1972-02-24,105.379997
"547",1972-02-25,105.449997
"548",1972-02-28,106.18
"549",1972-02-29,106.190002
"550",1972-03-01,106.57
"551",1972-03-02,107.349998
"552",1972-03-03,107.32
"553",1972-03-06,107.940002
"554",1972-03-07,108.769997
"555",1972-03-08,108.870003
"556",1972-03-09,108.959999
"557",1972-03-10,108.940002
"558",1972-03-13,108.379997
"559",1972-03-14,107.330002
"560",1972-03-15,107.610001
"561",1972-03-16,107.75
"562",1972-03-17,107.5
"563",1972-03-20,107.919998
"564",1972-03-21,107.589996
"565",1972-03-22,106.690002
"566",1972-03-23,106.839996
"567",1972-03-24,107.75
"568",1972-03-27,107.519997
"569",1972-03-28,107.300003
"570",1972-03-29,107.169998
"571",1972-03-30,106.489998
"572",1972-04-03,107.199997
"573",1972-04-04,107.480003
"574",1972-04-05,108.120003
"575",1972-04-06,109
"576",1972-04-07,109.529999
"577",1972-04-10,109.620003
"578",1972-04-11,109.449997
"579",1972-04-12,109.760002
"580",1972-04-13,110.18
"581",1972-04-14,109.910004
"582",1972-04-17,109.839996
"583",1972-04-18,109.510002
"584",1972-04-19,109.769997
"585",1972-04-20,109.199997
"586",1972-04-21,109.040001
"587",1972-04-24,108.889999
"588",1972-04-25,108.190002
"589",1972-04-26,107.120003
"590",1972-04-27,106.889999
"591",1972-04-28,107.050003
"592",1972-05-01,107.669998
"593",1972-05-02,106.690002
"594",1972-05-03,106.080002
"595",1972-05-04,105.989998
"596",1972-05-05,106.25
"597",1972-05-08,106.629997
"598",1972-05-09,106.059998
"599",1972-05-10,104.739998
"600",1972-05-11,105.419998
"601",1972-05-12,105.769997
"602",1972-05-15,106.379997
"603",1972-05-16,106.860001
"604",1972-05-17,106.660004
"605",1972-05-18,106.889999
"606",1972-05-19,107.940002
"607",1972-05-22,108.980003
"608",1972-05-23,109.690002
"609",1972-05-24,109.779999
"610",1972-05-25,110.309998
"611",1972-05-26,110.459999
"612",1972-05-30,110.660004
"613",1972-05-31,110.349998
"614",1972-06-01,109.529999
"615",1972-06-02,109.690002
"616",1972-06-05,109.730003
"617",1972-06-06,108.82
"618",1972-06-07,108.209999
"619",1972-06-08,107.650002
"620",1972-06-09,107.279999
"621",1972-06-12,106.860001
"622",1972-06-13,107.010002
"623",1972-06-14,107.550003
"624",1972-06-15,108.389999
"625",1972-06-16,108.440002
"626",1972-06-19,108.360001
"627",1972-06-20,108.110001
"628",1972-06-21,108.559998
"629",1972-06-22,108.790001
"630",1972-06-23,108.68
"631",1972-06-26,108.230003
"632",1972-06-27,107.480003
"633",1972-06-28,107.370003
"634",1972-06-29,107.019997
"635",1972-06-30,106.82
"636",1972-07-03,107.139999
"637",1972-07-05,107.489998
"638",1972-07-06,108.279999
"639",1972-07-07,109.040001
"640",1972-07-10,108.690002
"641",1972-07-11,108.110001
"642",1972-07-12,107.32
"643",1972-07-13,106.889999
"644",1972-07-14,106.279999
"645",1972-07-17,106.800003
"646",1972-07-18,105.879997
"647",1972-07-19,105.830002
"648",1972-07-20,106.139999
"649",1972-07-21,105.809998
"650",1972-07-24,106.660004
"651",1972-07-25,107.919998
"652",1972-07-26,107.599998
"653",1972-07-27,107.529999
"654",1972-07-28,107.279999
"655",1972-07-31,107.379997
"656",1972-08-01,107.389999
"657",1972-08-02,108.400002
"658",1972-08-03,109.290001
"659",1972-08-04,110.139999
"660",1972-08-07,110.43
"661",1972-08-08,110.610001
"662",1972-08-09,110.690002
"663",1972-08-10,110.860001
"664",1972-08-11,111.050003
"665",1972-08-14,111.949997
"666",1972-08-15,112.550003
"667",1972-08-16,112.059998
"668",1972-08-17,111.660004
"669",1972-08-18,111.339996
"670",1972-08-21,111.760002
"671",1972-08-22,111.720001
"672",1972-08-23,112.410004
"673",1972-08-24,112.260002
"674",1972-08-25,111.019997
"675",1972-08-28,110.669998
"676",1972-08-29,110.230003
"677",1972-08-30,110.410004
"678",1972-08-31,110.57
"679",1972-09-01,111.089996
"680",1972-09-05,111.510002
"681",1972-09-06,111.230003
"682",1972-09-07,110.550003
"683",1972-09-08,110.290001
"684",1972-09-11,110.150002
"685",1972-09-12,109.510002
"686",1972-09-13,108.470001
"687",1972-09-14,108.900002
"688",1972-09-15,108.93
"689",1972-09-18,108.809998
"690",1972-09-19,108.610001
"691",1972-09-20,108.550003
"692",1972-09-21,108.599998
"693",1972-09-22,108.43
"694",1972-09-25,108.519997
"695",1972-09-26,108.050003
"696",1972-09-27,108.120003
"697",1972-09-28,109.660004
"698",1972-09-29,110.349998
"699",1972-10-02,110.550003
"700",1972-10-03,110.160004
"701",1972-10-04,110.300003
"702",1972-10-05,110.089996
"703",1972-10-06,108.889999
"704",1972-10-09,109.620003
"705",1972-10-10,109.900002
"706",1972-10-11,109.989998
"707",1972-10-12,109.5
"708",1972-10-13,108.599998
"709",1972-10-16,107.919998
"710",1972-10-17,106.769997
"711",1972-10-18,107.5
"712",1972-10-19,108.190002
"713",1972-10-20,108.050003
"714",1972-10-23,109.510002
"715",1972-10-24,110.349998
"716",1972-10-25,110.809998
"717",1972-10-26,110.720001
"718",1972-10-27,110.989998
"719",1972-10-30,110.620003
"720",1972-10-31,110.589996
"721",1972-11-01,111.580002
"722",1972-11-02,112.669998
"723",1972-11-03,113.230003
"724",1972-11-06,114.220001
"725",1972-11-08,113.980003
"726",1972-11-09,113.349998
"727",1972-11-10,113.5
"728",1972-11-13,113.730003
"729",1972-11-14,113.900002
"730",1972-11-15,114.949997
"731",1972-11-16,114.5
"732",1972-11-17,115.129997
"733",1972-11-20,115.489998
"734",1972-11-21,115.529999
"735",1972-11-22,116.209999
"736",1972-11-24,116.900002
"737",1972-11-27,117.269997
"738",1972-11-28,116.720001
"739",1972-11-29,116.470001
"740",1972-11-30,116.519997
"741",1972-12-01,116.669998
"742",1972-12-04,117.379997
"743",1972-12-05,117.769997
"744",1972-12-06,117.580002
"745",1972-12-07,118.010002
"746",1972-12-08,118.599998
"747",1972-12-11,118.860001
"748",1972-12-12,119.120003
"749",1972-12-13,118.660004
"750",1972-12-14,118.559998
"751",1972-12-15,118.239998
"752",1972-12-18,117.879997
"753",1972-12-19,116.900002
"754",1972-12-20,116.339996
"755",1972-12-21,115.949997
"756",1972-12-22,115.110001
"757",1972-12-26,115.830002
"758",1972-12-27,116.300003
"759",1972-12-29,116.93
"760",1973-01-02,118.059998
"761",1973-01-03,119.099998
"762",1973-01-04,119.57
"763",1973-01-05,119.400002
"764",1973-01-08,119.870003
"765",1973-01-09,119.849998
"766",1973-01-10,119.730003
"767",1973-01-11,119.43
"768",1973-01-12,120.239998
"769",1973-01-15,119.300003
"770",1973-01-16,118.440002
"771",1973-01-17,118.139999
"772",1973-01-18,118.68
"773",1973-01-19,118.849998
"774",1973-01-22,118.779999
"775",1973-01-23,118.209999
"776",1973-01-24,118.220001
"777",1973-01-26,116.730003
"778",1973-01-29,116.449997
"779",1973-01-30,116.010002
"780",1973-01-31,115.830002
"781",1973-02-01,116.029999
"782",1973-02-02,114.760002
"783",1973-02-05,114.349998
"784",1973-02-06,114.230003
"785",1973-02-07,114.449997
"786",1973-02-08,113.660004
"787",1973-02-09,113.160004
"788",1973-02-12,114.690002
"789",1973-02-13,116.089996
"790",1973-02-14,116.779999
"791",1973-02-15,115.099998
"792",1973-02-16,114.449997
"793",1973-02-20,114.980003
"794",1973-02-21,115.400002
"795",1973-02-22,114.690002
"796",1973-02-23,114.440002
"797",1973-02-26,113.160004
"798",1973-02-27,112.190002
"799",1973-02-28,110.900002
"800",1973-03-01,111.68
"801",1973-03-02,111.050003
"802",1973-03-05,112.279999
"803",1973-03-06,112.68
"804",1973-03-07,114.099998
"805",1973-03-08,114.449997
"806",1973-03-09,114.230003
"807",1973-03-12,113.790001
"808",1973-03-13,113.860001
"809",1973-03-14,114.480003
"810",1973-03-15,114.980003
"811",1973-03-16,114.120003
"812",1973-03-19,113.5
"813",1973-03-20,112.169998
"814",1973-03-21,111.949997
"815",1973-03-22,110.389999
"816",1973-03-23,108.839996
"817",1973-03-26,108.879997
"818",1973-03-27,109.949997
"819",1973-03-28,111.559998
"820",1973-03-29,111.620003
"821",1973-03-30,112.709999
"822",1973-04-02,111.519997
"823",1973-04-03,110.18
"824",1973-04-04,109.239998
"825",1973-04-05,108.769997
"826",1973-04-06,108.519997
"827",1973-04-09,109.279999
"828",1973-04-10,110.919998
"829",1973-04-11,112.209999
"830",1973-04-12,112.68
"831",1973-04-13,112.580002
"832",1973-04-16,112.080002
"833",1973-04-17,111.440002
"834",1973-04-18,110.940002
"835",1973-04-19,111.540001
"836",1973-04-23,112.169998
"837",1973-04-24,111.57
"838",1973-04-25,109.82
"839",1973-04-26,108.339996
"840",1973-04-27,108.889999
"841",1973-04-30,107.230003
"842",1973-05-01,106.970001
"843",1973-05-02,107.099998
"844",1973-05-03,108.43
"845",1973-05-04,110.220001
"846",1973-05-07,111
"847",1973-05-08,110.529999
"848",1973-05-09,111.25
"849",1973-05-10,110.440002
"850",1973-05-11,109.489998
"851",1973-05-14,107.739998
"852",1973-05-15,105.900002
"853",1973-05-16,106.57
"854",1973-05-17,106.43
"855",1973-05-18,105.410004
"856",1973-05-21,103.769997
"857",1973-05-22,102.730003
"858",1973-05-23,103.580002
"859",1973-05-24,104.07
"860",1973-05-25,107.139999
"861",1973-05-29,107.940002
"862",1973-05-30,107.510002
"863",1973-05-31,105.910004
"864",1973-06-01,104.949997
"865",1973-06-04,103.93
"866",1973-06-05,102.970001
"867",1973-06-06,104.620003
"868",1973-06-07,104.309998
"869",1973-06-08,105.839996
"870",1973-06-11,107.029999
"871",1973-06-12,106.699997
"872",1973-06-13,108.290001
"873",1973-06-14,107.599998
"874",1973-06-15,106.209999
"875",1973-06-18,104.959999
"876",1973-06-19,103.599998
"877",1973-06-20,103.989998
"878",1973-06-21,104.440002
"879",1973-06-22,103.209999
"880",1973-06-25,103.639999
"881",1973-06-26,102.25
"882",1973-06-27,103.300003
"883",1973-06-28,103.620003
"884",1973-06-29,104.690002
"885",1973-07-02,104.099998
"886",1973-07-03,102.900002
"887",1973-07-05,101.870003
"888",1973-07-06,101.779999
"889",1973-07-09,101.279999
"890",1973-07-10,102.260002
"891",1973-07-11,103.639999
"892",1973-07-12,105.800003
"893",1973-07-13,105.5
"894",1973-07-16,104.089996
"895",1973-07-17,105.669998
"896",1973-07-18,105.720001
"897",1973-07-19,106.349998
"898",1973-07-20,106.550003
"899",1973-07-23,107.139999
"900",1973-07-24,107.519997
"901",1973-07-25,108.139999
"902",1973-07-26,109.639999
"903",1973-07-27,109.849998
"904",1973-07-30,109.589996
"905",1973-07-31,109.25
"906",1973-08-01,108.169998
"907",1973-08-02,106.830002
"908",1973-08-03,106.669998
"909",1973-08-06,106.489998
"910",1973-08-07,106.730003
"911",1973-08-08,106.550003
"912",1973-08-09,105.550003
"913",1973-08-10,105.610001
"914",1973-08-13,104.769997
"915",1973-08-14,103.709999
"916",1973-08-15,102.709999
"917",1973-08-16,103.010002
"918",1973-08-17,102.290001
"919",1973-08-20,102.309998
"920",1973-08-21,101.610001
"921",1973-08-22,100.889999
"922",1973-08-23,100.620003
"923",1973-08-24,101.910004
"924",1973-08-27,101.620003
"925",1973-08-28,102.419998
"926",1973-08-29,103.019997
"927",1973-08-30,104.029999
"928",1973-08-31,103.879997
"929",1973-09-04,104.25
"930",1973-09-05,104.510002
"931",1973-09-06,104.639999
"932",1973-09-07,105.150002
"933",1973-09-10,104.760002
"934",1973-09-11,103.849998
"935",1973-09-12,103.220001
"936",1973-09-13,103.059998
"937",1973-09-14,103.360001
"938",1973-09-17,104.440002
"939",1973-09-18,104.150002
"940",1973-09-19,103.800003
