"","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Title","PassengerId","Survived"
"967","1","male",32.5,"0","0",211.5,"4","C","Mr","967",0
"968","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","968",0
"969","1","female",55,"2","0",25.7,"4","S","Mrs","969",1
"970","2","male",30,"0","0",13,"U","S","Mr","970",0
"971","3","female",24,"0","0",7.75,"U","Q","Miss","971",1
"972","3","male",6,"1","1",15.2458,"U","C","Master","972",1
"973","1","male",67,"1","0",221.7792,"4","S","Mr","973",0
"974","1","male",49,"0","0",26,"U","S","Mr","974",0
"975","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","975",0
"976","2","male",45.8253583121981,"0","0",10.7083,"U","Q","Mr","976",0
"977","3","male",24.039703041751,"1","0",14.4542,"U","C","Mr","977",0
"978","3","female",27,"0","0",7.8792,"U","Q","Miss","978",1
"979","3","female",18,"0","0",8.05,"U","S","Miss","979",0
"980","3","female",34.4588057021999,"0","0",7.75,"U","Q","Ms","980",0
"981","2","male",2,"1","1",23,"U","S","Master","981",1
"982","3","female",22,"1","0",13.9,"U","S","Mrs","982",0
"983","3","male",27.5571276855916,"0","0",7.775,"U","S","Mr","983",0
"984","1","female",27,"1","2",52,"3","S","Mrs","984",1
"985","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","985",0
"986","1","male",25,"0","0",26,"U","C","Mr","986",1
"987","3","male",25,"0","0",7.7958,"U","S","Mr","987",0
"988","1","female",76,"1","0",78.85,"4","S","Mrs","988",1
"989","3","male",29,"0","0",7.925,"U","S","Mr","989",0
"990","3","female",20,"0","0",7.8542,"U","S","Miss","990",1
"991","3","male",33,"0","0",8.05,"U","S","Mr","991",0
"992","1","female",43,"1","0",55.4417,"4","C","Mrs","992",1
"993","2","male",27,"1","0",26,"U","S","Mr","993",0
"994","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","994",0
"995","3","male",26,"0","0",7.775,"U","S","Mr","995",0
"996","3","female",16,"1","1",8.5167,"U","C","Mrs","996",1
"997","3","male",28,"0","0",22.525,"U","S","Mr","997",0
"998","3","male",21,"0","0",7.8208,"U","Q","Mr","998",0
"999","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","999",0
"1000","3","male",27.6694303543261,"0","0",8.7125,"U","S","Mr","1000",0
"1001","2","male",18.5,"0","0",13,"7","S","Mr","1001",0
"1002","2","male",41,"0","0",15.0458,"U","C","Mr","1002",0
"1003","3","female",23.4593356860377,"0","0",7.7792,"U","Q","Miss","1003",1
"1004","1","female",36,"0","0",31.6792,"2","C","Miss","1004",1
"1005","3","female",18.5,"0","0",7.2833,"U","Q","Miss","1005",1
"1006","1","female",63,"1","0",221.7792,"4","S","Mrs","1006",1
"1007","3","male",18,"1","0",14.4542,"U","C","Mr","1007",0
"1008","3","male",30.5784796849746,"0","0",6.4375,"U","C","Mr","1008",0
"1009","3","female",1,"1","1",16.7,"8","S","Miss","1009",1
"1010","1","male",36,"0","0",75.2417,"4","C","Mr","1010",0
"1011","2","female",29,"1","0",26,"U","S","Mrs","1011",1
"1012","2","female",12,"0","0",15.75,"U","S","Miss","1012",1
"1013","3","male",33.5527430895767,"1","0",7.75,"U","Q","Mr","1013",0
"1014","1","female",35,"1","0",57.75,"4","C","Mrs","1014",1
"1015","3","male",28,"0","0",7.25,"U","S","Mr","1015",0
"1016","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1016",0
"1017","3","female",17,"0","1",16.1,"U","S","Miss","1017",1
"1018","3","male",22,"0","0",7.7958,"U","S","Mr","1018",0
"1019","3","female",19.1792677527751,"2","0",23.25,"U","Q","Miss","1019",1
"1020","2","male",42,"0","0",13,"U","S","Mr","1020",1
"1021","3","male",24,"0","0",8.05,"U","S","Mr","1021",0
"1022","3","male",32,"0","0",8.05,"U","S","Mr","1022",0
"1023","1","male",53,"0","0",28.5,"4","C","Col","1023",0
"1024","3","female",37.3610302818097,"0","4",25.4667,"U","S","Mrs","1024",0
"1025","3","male",26.4721206448401,"1","0",6.4375,"U","C","Mr","1025",0
"1026","3","male",43,"0","0",7.8958,"U","S","Mr","1026",0
"1027","3","male",24,"0","0",7.8542,"U","S","Mr","1027",0
"1028","3","male",26.5,"0","0",7.225,"U","C","Mr","1028",0
"1029","2","male",26,"0","0",13,"U","S","Mr","1029",0
"1030","3","female",23,"0","0",8.05,"U","S","Miss","1030",0
"1031","3","male",40,"1","6",46.9,"U","S","Mr","1031",0
"1032","3","female",10,"5","2",46.9,"U","S","Miss","1032",0
"1033","1","female",33,"0","0",151.55,"U","S","Miss","1033",1
"1034","1","male",61,"1","3",262.375,"3","C","Mr","1034",0
"1035","2","male",28,"0","0",26,"U","S","Mr","1035",0
"1036","1","male",42,"0","0",26.55,"U","S","Mr","1036",1
"1037","3","male",31,"3","0",18,"U","S","Mr","1037",0
"1038","1","male",47.9254133169901,"0","0",51.8625,"6","S","Mr","1038",0
"1039","3","male",22,"0","0",8.05,"U","S","Mr","1039",0
"1040","1","male",43.7589908534956,"0","0",26.55,"U","S","Mr","1040",1
"1041","2","male",30,"1","1",26,"U","S","Rev","1041",0
"1042","1","female",23,"0","1",83.1583,"4","C","Mrs","1042",1
"1043","3","male",29.1258427717469,"0","0",7.8958,"U","C","Mr","1043",0
"1044","3","male",60.5,"0","0",9.09117789429877,"U","S","Mr","1044",0
"1045","3","female",36,"0","2",12.1833,"U","S","Mrs","1045",1
"1046","3","male",13,"4","2",31.3875,"U","S","Master","1046",0
"1047","3","male",24,"0","0",7.55,"U","S","Mr","1047",0
"1048","1","female",29,"0","0",221.7792,"4","S","Miss","1048",1
"1049","3","female",23,"0","0",7.8542,"U","S","Miss","1049",0
"1050","1","male",42,"0","0",26.55,"5","S","Mr","1050",1
"1051","3","female",26,"0","2",13.775,"U","S","Mrs","1051",1
"1052","3","female",21.5488530741906,"0","0",7.7333,"U","Q","Miss","1052",1
"1053","3","male",7,"1","1",15.2458,"U","C","Master","1053",1
"1054","2","female",26,"0","0",13.5,"U","S","Miss","1054",1
"1055","3","male",31.272159785392,"0","0",7,"U","S","Mr","1055",0
"1056","2","male",41,"0","0",13,"U","S","Rev","1056",0
"1057","3","female",26,"1","1",22.025,"U","S","Mrs","1057",0
"1058","1","male",48,"0","0",50.4958,"3","C","Mr","1058",0
"1059","3","male",18,"2","2",34.375,"U","S","Mr","1059",0
"1060","1","female",51.4334145658263,"0","0",27.7208,"U","C","Mrs","1060",1
"1061","3","female",22,"0","0",8.9625,"U","S","Miss","1061",0
"1062","3","male",29.6278611313959,"0","0",7.55,"U","S","Mr","1062",0
"1063","3","male",27,"0","0",7.225,"U","C","Mr","1063",0
"1064","3","male",23,"1","0",13.9,"U","S","Mr","1064",0
"1065","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","1065",0
"1066","3","male",40,"1","5",31.3875,"U","S","Mr","1066",0
"1067","2","female",15,"0","2",39,"U","S","Miss","1067",1
"1068","2","female",20,"0","0",36.75,"U","S","Miss","1068",1
"1069","1","male",54,"1","0",55.4417,"4","C","Mr","1069",0
"1070","2","female",36,"0","3",39,"7","S","Mrs","1070",1
"1071","1","female",64,"0","2",83.1583,"6","C","Mrs","1071",1
"1072","2","male",30,"0","0",13,"U","S","Mr","1072",0
"1073","1","male",37,"1","1",83.1583,"6","C","Mr","1073",1
"1074","1","female",18,"1","0",53.1,"5","S","Mrs","1074",1
"1075","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1075",0
"1076","1","female",27,"1","1",247.5208,"3","C","Mrs","1076",1
"1077","2","male",40,"0","0",16,"U","S","Mr","1077",0
"1078","2","female",21,"0","1",21,"U","S","Miss","1078",1
"1079","3","male",17,"2","0",8.05,"U","S","Mr","1079",1
"1080","3","female",15.5754733410087,"8","2",69.55,"U","S","Miss","1080",0
"1081","2","male",40,"0","0",13,"U","S","Mr","1081",0
"1082","2","male",34,"1","0",26,"U","S","Mr","1082",0
"1083","1","male",45.9452818125366,"0","0",26,"U","S","Mr","1083",0
"1084","3","male",11.5,"1","1",14.5,"U","S","Master","1084",1
"1085","2","male",61,"0","0",12.35,"U","Q","Mr","1085",0
"1086","2","male",8,"0","2",32.5,"U","S","Master","1086",1
"1087","3","male",33,"0","0",7.8542,"U","S","Mr","1087",0
"1088","1","male",6,"0","2",134.5,"6","C","Master","1088",1
"1089","3","female",18,"0","0",7.775,"U","S","Miss","1089",0
"1090","2","male",23,"0","0",10.5,"U","S","Mr","1090",0
"1091","3","female",36.9075790798099,"0","0",8.1125,"U","S","Mrs","1091",0
"1092","3","female",19.8027339679556,"0","0",15.5,"U","Q","Miss","1092",1
"1093","3","male",0.33,"0","2",14.4,"U","S","Master","1093",1
"1094","1","male",47,"1","0",227.525,"4","C","Col","1094",1
"1095","2","female",8,"1","1",26,"U","S","Miss","1095",1
"1096","2","male",25,"0","0",10.5,"U","S","Mr","1096",0
"1097","1","male",38.0896065775617,"0","0",25.7417,"U","C","Mr","1097",0
"1098","3","female",35,"0","0",7.75,"U","Q","Miss","1098",0
"1099","2","male",24,"0","0",10.5,"U","S","Mr","1099",0
"1100","1","female",33,"0","0",27.7208,"2","C","Miss","1100",1
"1101","3","male",25,"0","0",7.8958,"U","S","Mr","1101",0
"1102","3","male",32,"0","0",22.525,"U","S","Mr","1102",0
"1103","3","male",29.0683098154786,"0","0",7.05,"U","S","Mr","1103",0
"1104","2","male",17,"0","0",73.5,"U","S","Mr","1104",0
"1105","2","female",60,"1","0",26,"U","S","Mrs","1105",1
"1106","3","female",38,"4","2",7.775,"U","S","Miss","1106",0
"1107","1","male",42,"0","0",42.5,"3","S","Mr","1107",0
"1108","3","female",23.0657534960542,"0","0",7.8792,"U","Q","Miss","1108",1
"1109","1","male",57,"1","1",164.8667,"U","S","Mr","1109",0
"1110","1","female",50,"1","1",211.5,"4","C","Mrs","1110",1
"1111","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","1111",0
"1112","2","female",30,"1","0",13.8583,"U","C","Miss","1112",1
"1113","3","male",21,"0","0",8.05,"U","S","Mr","1113",0
"1114","2","female",22,"0","0",10.5,"7","S","Mrs","1114",1
"1115","3","male",21,"0","0",7.7958,"U","S","Mr","1115",1
"1116","1","female",53,"0","0",27.4458,"U","C","Mrs","1116",1
"1117","3","female",30.5505681605976,"0","2",15.2458,"U","C","Mrs","1117",0
"1118","3","male",23,"0","0",7.7958,"U","S","Mr","1118",0
"1119","3","female",24.4556390104608,"0","0",7.75,"U","Q","Miss","1119",1
"1120","3","male",40.5,"0","0",15.1,"U","S","Mr","1120",0
"1121","2","male",36,"0","0",13,"U","S","Mr","1121",0
"1122","2","male",14,"0","0",65,"U","S","Mr","1122",0
"1123","1","female",21,"0","0",26.55,"U","S","Miss","1123",1
"1124","3","male",21,"1","0",6.4958,"U","S","Mr","1124",0
"1125","3","male",31.9981847581223,"0","0",7.8792,"U","Q","Mr","1125",0
"1126","1","male",39,"1","0",71.2833,"4","C","Mr","1126",0
"1127","3","male",20,"0","0",7.8542,"U","S","Mr","1127",0
"1128","1","male",64,"1","0",75.25,"5","C","Mr","1128",0
"1129","3","male",20,"0","0",7.225,"U","C","Mr","1129",1
"1130","2","female",18,"1","1",13,"U","S","Miss","1130",1
"1131","1","female",48,"1","0",106.425,"4","C","Mrs","1131",1
"1132","1","female",55,"0","0",27.7208,"U","C","Mrs","1132",1
"1133","2","female",45,"0","2",30,"U","S","Mrs","1133",1
"1134","1","male",45,"1","1",134.5,"6","C","Mr","1134",0
"1135","3","male",27.7654286687646,"0","0",7.8875,"U","S","Mr","1135",0
"1136","3","male",4.64335508227883,"1","2",23.45,"U","S","Master","1136",1
"1137","1","male",41,"1","0",51.8625,"5","S","Mr","1137",1
"1138","2","female",22,"0","0",21,"U","S","Mrs","1138",1
"1139","2","male",42,"1","1",32.5,"U","S","Mr","1139",0
"1140","2","female",29,"1","0",26,"U","S","Mrs","1140",1
"1141","3","female",21.8683000275438,"1","0",14.4542,"U","C","Mrs","1141",0
"1142","2","female",0.92,"1","2",27.75,"U","S","Miss","1142",1
"1143","3","male",20,"0","0",7.925,"U","S","Mr","1143",0
"1144","1","male",27,"1","0",136.7792,"4","C","Mr","1144",0
"1145","3","male",24,"0","0",9.325,"U","S","Mr","1145",0
"1146","3","male",32.5,"0","0",9.5,"U","S","Mr","1146",0
"1147","3","male",29.6278611313959,"0","0",7.55,"U","S","Mr","1147",0
"1148","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1148",0
"1149","3","male",28,"0","0",8.05,"U","S","Mr","1149",0
"1150","2","female",19,"0","0",13,"U","S","Miss","1150",1
"1151","3","male",21,"0","0",7.775,"U","S","Mr","1151",0
"1152","3","male",36.5,"1","0",17.4,"U","S","Mr","1152",0
"1153","3","male",21,"0","0",7.8542,"U","S","Mr","1153",0
"1154","2","female",29,"0","2",23,"U","S","Mrs","1154",1
"1155","3","female",1,"1","1",12.1833,"U","S","Miss","1155",1
"1156","2","male",30,"0","0",12.7375,"U","C","Mr","1156",0
"1157","3","male",27.9267852258606,"0","0",7.8958,"U","S","Mr","1157",0
"1158","1","male",42.9878058837398,"0","0",0,"U","S","Mr","1158",0
"1159","3","male",29.6278611313959,"0","0",7.55,"U","S","Mr","1159",0
"1160","3","female",23.2832072341555,"0","0",8.05,"U","S","Miss","1160",0
"1161","3","male",17,"0","0",8.6625,"U","S","Mr","1161",0
"1162","1","male",46,"0","0",75.2417,"4","C","Mr","1162",0
"1163","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1163",0
"1164","1","female",26,"1","0",136.7792,"4","C","Mrs","1164",1
"1165","3","female",19.0945803037873,"1","0",15.5,"U","Q","Miss","1165",1
"1166","3","male",27.3471258507899,"0","0",7.225,"U","C","Mr","1166",0
"1167","2","female",20,"1","0",26,"U","S","Miss","1167",1
"1168","2","male",28,"0","0",10.5,"U","S","Mr","1168",0
"1169","2","male",40,"1","0",26,"U","S","Mr","1169",0
"1170","2","male",30,"1","0",21,"U","S","Mr","1170",0
"1171","2","male",22,"0","0",10.5,"U","S","Mr","1171",0
"1172","3","female",23,"0","0",8.6625,"U","S","Miss","1172",0
"1173","3","male",0.75,"1","1",13.775,"U","S","Master","1173",1
"1174","3","female",24.4556390104608,"0","0",7.75,"U","Q","Miss","1174",1
"1175","3","female",9,"1","1",15.2458,"U","C","Miss","1175",0
"1176","3","female",2,"1","1",20.2125,"U","S","Miss","1176",1
"1177","3","male",36,"0","0",7.25,"U","S","Mr","1177",0
"1178","3","male",29.6714418243148,"0","0",7.25,"U","S","Mr","1178",0
"1179","1","male",24,"1","0",82.2667,"3","S","Mr","1179",0
"1180","3","male",25.8807818069082,"0","0",7.2292,"7","C","Mr","1180",0
"1181","3","male",28.4572031846922,"0","0",8.05,"U","S","Mr","1181",0
"1182","1","male",38.5369600581948,"0","0",39.6,"U","S","Mr","1182",0
"1183","3","female",30,"0","0",6.95,"U","Q","Miss","1183",0
"1184","3","male",26.5938563643443,"0","0",7.2292,"U","C","Mr","1184",0
"1185","1","male",53,"1","1",81.8583,"2","S","Dr","1185",1
"1186","3","male",36,"0","0",9.5,"U","S","Mr","1186",0
"1187","3","male",26,"0","0",7.8958,"U","S","Mr","1187",0
"1188","2","female",1,"1","2",41.5792,"U","C","Miss","1188",1
"1189","3","male",23.1547686649418,"2","0",21.6792,"U","C","Mr","1189",0
"1190","1","male",30,"0","0",45.5,"U","S","Mr","1190",0
"1191","3","male",29,"0","0",7.8542,"U","S","Mr","1191",0
"1192","3","male",32,"0","0",7.775,"U","S","Mr","1192",0
"1193","2","male",28.3793139461868,"0","0",15.0458,"5","C","Mr","1193",0
"1194","2","male",43,"0","1",21,"U","S","Mr","1194",0
"1195","3","male",24,"0","0",8.6625,"U","S","Mr","1195",0
"1196","3","female",24.4556390104608,"0","0",7.75,"U","Q","Miss","1196",1
"1197","1","female",64,"1","1",26.55,"3","S","Mrs","1197",1
"1198","1","male",30,"1","2",151.55,"4","S","Mr","1198",0
"1199","3","male",0.83,"0","1",9.35,"U","S","Master","1199",1
"1200","1","male",55,"1","1",93.5,"3","S","Mr","1200",0
"1201","3","female",45,"1","0",14.1083,"U","S","Mrs","1201",0
"1202","3","male",18,"0","0",8.6625,"U","S","Mr","1202",0
"1203","3","male",22,"0","0",7.225,"U","C","Mr","1203",1
"1204","3","male",29.3963918331503,"0","0",7.575,"U","S","Mr","1204",0
"1205","3","female",37,"0","0",7.75,"U","Q","Miss","1205",0
"1206","1","female",55,"0","0",135.6333,"4","C","Mrs","1206",1
"1207","3","female",17,"0","0",7.7333,"U","Q","Miss","1207",1
"1208","1","male",57,"1","0",146.5208,"3","C","Mr","1208",1
"1209","2","male",19,"0","0",10.5,"U","S","Mr","1209",0
"1210","3","male",27,"0","0",7.8542,"U","S","Mr","1210",0
"1211","2","male",22,"2","0",31.5,"U","S","Mr","1211",0
"1212","3","male",26,"0","0",7.775,"U","S","Mr","1212",0
"1213","3","male",25,"0","0",7.2292,"7","C","Mr","1213",0
"1214","2","male",26,"0","0",13,"7","S","Mr","1214",0
"1215","1","male",33,"0","0",26.55,"U","S","Mr","1215",1
"1216","1","female",39,"0","0",211.3375,"U","S","Miss","1216",1
"1217","3","male",23,"0","0",7.05,"U","S","Mr","1217",0
"1218","2","female",12,"2","1",39,"7","S","Miss","1218",1
"1219","1","male",46,"0","0",79.2,"U","C","Mr","1219",0
"1220","2","male",29,"1","0",26,"U","S","Mr","1220",0
"1221","2","male",21,"0","0",13,"U","S","Mr","1221",0
"1222","2","female",48,"0","2",36.75,"U","S","Mrs","1222",1
"1223","1","male",39,"0","0",29.7,"2","C","Mr","1223",1
"1224","3","male",27.3471258507899,"0","0",7.225,"U","C","Mr","1224",0
"1225","3","female",19,"1","1",15.7417,"U","C","Mrs","1225",1
"1226","3","male",27,"0","0",7.8958,"U","S","Mr","1226",0
"1227","1","male",30,"0","0",26,"4","S","Mr","1227",0
"1228","2","male",32,"0","0",13,"U","S","Mr","1228",1
"1229","3","male",39,"0","2",7.2292,"U","C","Mr","1229",0
"1230","2","male",25,"0","0",31.5,"U","S","Mr","1230",0
"1231","3","male",14.1760790158002,"0","0",7.2292,"U","C","Master","1231",1
"1232","2","male",18,"0","0",10.5,"U","S","Mr","1232",0
"1233","3","male",32,"0","0",7.5792,"U","S","Mr","1233",0
"1234","3","male",39.0004378163523,"1","9",69.55,"U","S","Mr","1234",0
"1235","1","female",58,"0","1",512.3292,"3","C","Mrs","1235",1
"1236","3","male",6.87211107905983,"1","1",14.5,"U","S","Master","1236",1
"1237","3","female",16,"0","0",7.65,"U","S","Miss","1237",1
"1238","2","male",26,"0","0",13,"U","S","Mr","1238",0
"1239","3","female",38,"0","0",7.2292,"U","C","Mrs","1239",1
"1240","2","male",24,"0","0",13.5,"U","S","Mr","1240",0
"1241","2","female",31,"0","0",21,"U","S","Miss","1241",1
"1242","1","female",45,"0","1",63.3583,"5","C","Mrs","1242",1
"1243","2","male",25,"0","0",10.5,"U","S","Mr","1243",0
"1244","2","male",18,"0","0",73.5,"U","S","Mr","1244",0
"1245","2","male",49,"1","2",65,"U","S","Mr","1245",0
"1246","3","female",0.17,"1","2",20.575,"U","S","Miss","1246",1
"1247","1","male",50,"0","0",26,"6","S","Mr","1247",1
"1248","1","female",59,"2","0",51.4792,"4","S","Mrs","1248",1
"1249","3","male",27.7654286687646,"0","0",7.8792,"U","S","Mr","1249",0
"1250","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1250",0
"1251","3","female",30,"1","0",15.55,"U","S","Mrs","1251",1
"1252","3","male",14.5,"8","2",69.55,"U","S","Master","1252",0
"1253","2","female",24,"1","1",37.0042,"U","C","Mrs","1253",1
"1254","2","female",31,"0","0",21,"U","S","Mrs","1254",1
"1255","3","male",27,"0","0",8.6625,"U","S","Mr","1255",1
"1256","1","female",25,"1","0",55.4417,"6","C","Mrs","1256",1
"1257","3","female",41.3896473983533,"1","9",69.55,"U","S","Mrs","1257",0
"1258","3","male",24.039703041751,"1","0",14.4583,"U","C","Mr","1258",0
"1259","3","female",22,"0","0",39.6875,"U","S","Miss","1259",0
"1260","1","female",45,"0","1",59.4,"U","C","Mrs","1260",1
"1261","2","male",29,"0","0",13.8583,"U","C","Mr","1261",1
"1262","2","male",21,"1","0",11.5,"U","S","Mr","1262",0
"1263","1","female",31,"0","0",134.5,"6","C","Miss","1263",1
"1264","1","male",49,"0","0",0,"3","S","Mr","1264",0
"1265","2","male",44,"0","0",13,"U","S","Mr","1265",0
"1266","1","female",54,"1","1",81.8583,"2","S","Mrs","1266",1
"1267","1","female",45,"0","0",262.375,"U","C","Miss","1267",1
"1268","3","female",22,"2","0",8.6625,"U","S","Miss","1268",0
"1269","2","male",21,"0","0",11.5,"U","S","Mr","1269",0
"1270","1","male",55,"0","0",50,"4","S","Mr","1270",0
"1271","3","male",5,"4","2",31.3875,"U","S","Master","1271",0
"1272","3","male",35.3159549407244,"0","0",7.75,"U","Q","Mr","1272",0
"1273","3","male",26,"0","0",7.8792,"U","Q","Mr","1273",0
"1274","3","female",39.9195157380988,"0","0",14.5,"U","S","Mrs","1274",0
"1275","3","female",19,"1","0",16.1,"U","S","Mrs","1275",1
"1276","2","male",32.4113925857062,"0","0",12.875,"U","S","Mr","1276",0
"1277","2","female",24,"1","2",65,"U","S","Miss","1277",1
"1278","3","male",24,"0","0",7.775,"U","S","Mr","1278",0
"1279","2","male",57,"0","0",13,"U","S","Mr","1279",0
"1280","3","male",21,"0","0",7.75,"U","Q","Mr","1280",0
"1281","3","male",6,"3","1",21.075,"U","S","Master","1281",0
"1282","1","male",23,"0","0",93.5,"3","S","Mr","1282",0
"1283","1","female",51,"0","1",39.4,"5","S","Mrs","1283",1
"1284","3","male",13,"0","2",20.25,"U","S","Master","1284",1
"1285","2","male",47,"0","0",10.5,"U","S","Mr","1285",0
"1286","3","male",29,"3","1",22.025,"U","S","Mr","1286",0
"1287","1","female",18,"1","0",60,"4","S","Mrs","1287",1
"1288","3","male",24,"0","0",7.25,"U","Q","Mr","1288",0
"1289","1","female",48,"1","1",79.2,"3","C","Mrs","1289",1
"1290","3","male",22,"0","0",7.775,"U","S","Mr","1290",0
"1291","3","male",31,"0","0",7.7333,"U","Q","Mr","1291",0
"1292","1","female",30,"0","0",164.8667,"4","S","Miss","1292",1
"1293","2","male",38,"1","0",21,"U","S","Mr","1293",0
"1294","1","female",22,"0","1",59.4,"U","C","Miss","1294",1
"1295","1","male",17,"0","0",47.1,"U","S","Mr","1295",0
"1296","1","male",43,"1","0",27.7208,"5","C","Mr","1296",1
"1297","2","male",20,"0","0",13.8625,"5","C","Mr","1297",1
"1298","2","male",23,"1","0",10.5,"U","S","Mr","1298",0
"1299","1","male",50,"1","1",211.5,"4","C","Mr","1299",0
